param,value,status,objective,aircraft,chosen_route,delay
vortex_multiplier,0.8,2,11155.650246940564,AC_A_1,route_arr_2a,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_10,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_2,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_3,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_4,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_5,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_6,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_7,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_8,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_A_9,route_arr_1b,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_1,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_10,route_dep_1,14.366861180899832
vortex_multiplier,0.8,2,11155.650246940564,AC_D_2,route_dep_1,24.474933569352714
vortex_multiplier,0.8,2,11155.650246940564,AC_D_3,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_4,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_5,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_6,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_7,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_8,route_dep_1,0.0
vortex_multiplier,0.8,2,11155.650246940564,AC_D_9,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_1,route_arr_2a,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_10,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_2,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_3,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_4,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_5,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_6,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_7,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_8,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_A_9,route_arr_1b,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_1,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_10,route_dep_1,14.366861180854357
vortex_multiplier,0.9,2,11172.750246984951,AC_D_2,route_dep_1,24.474933587491364
vortex_multiplier,0.9,2,11172.750246984951,AC_D_3,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_4,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_5,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_6,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_7,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_8,route_dep_1,0.0
vortex_multiplier,0.9,2,11172.750246984951,AC_D_9,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_1,route_arr_2a,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_10,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_2,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_3,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_4,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_5,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_6,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_7,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_8,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_A_9,route_arr_1b,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_1,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_10,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_2,route_dep_1,24.474939028636754
vortex_multiplier,1.0,2,11202.758330223409,AC_D_3,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_4,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_5,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_6,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_7,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_8,route_dep_1,0.0
vortex_multiplier,1.0,2,11202.758330223409,AC_D_9,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_1,route_arr_2a,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_10,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_2,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_3,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_4,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_5,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_6,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_7,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_8,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_A_9,route_arr_1b,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_1,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_10,route_dep_1,14.366861180612545
vortex_multiplier,1.1,2,11280.690496707673,AC_D_2,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_3,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_4,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_5,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_6,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_7,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_8,route_dep_1,0.0
vortex_multiplier,1.1,2,11280.690496707673,AC_D_9,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_1,route_arr_2a,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_10,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_2,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_3,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_4,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_5,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_6,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_7,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_8,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_A_9,route_arr_1b,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_1,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_10,route_dep_1,8.399999999999977
vortex_multiplier,1.2,2,11416.198810725933,AC_D_2,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_3,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_4,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_5,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_6,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_7,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_8,route_dep_1,0.0
vortex_multiplier,1.2,2,11416.198810725933,AC_D_9,route_dep_1,0.0
